25,30.7,SG
22,10.5,PF
28,9.3,PG
22,11.7,SF
31,11.3,PF
24,16.9,PF
23,2.8,SG
26,14.4,PG
29,13.1,C
28,12.2,C
26,15.9,SF
26,14.2,SF
26,16.7,SF
34,15.8,SF
25,8.7,C
25,7.1,C
25,11.1,C
24,20.1,SG
23,17,PG
24,21.5,PG
33,13.2,PG
22,14.7,PF
32,16.4,C
25,19,SF
33,11.5,SG
23,10.5,SG
23,12,C
26,15.3,PG
23,13.6,SF
25,14.6,PF
24,6.5,C
23,14.9,SF
32,14.9,PF
28,22.6,C
26,12.6,SF
33,7.7,C
24,18,SG
30,10.3,PF
25,13,SG
25,13.3,SG
25,12.8,SG
26,13.1,PF
22,10.3,SG
25,8.2,SF
23,12.8,PF
23,16.5,PG
24,10.2,PF
26,13.3,SF
30,6.4,PF
30,4.8,PF
30,7.1,PF
25,9.8,SG
26,17.7,PG
26,11,C
21,18.3,PF
21,18.5,PF
21,18.1,PF
26,8,SF
30,16.1,PF
29,11.3,PF
32,17.9,C
32,11.8,SG
26,14.7,C
23,14.6,PG
28,19.5,PF
23,18.8,C
30,13.3,SF
23,1,PF
22,13.2,C
26,11.7,SF
24,5.8,SF
26,14.2,PF
24,18.8,SF
25,10.2,PG
26,20.6,C
32,15.7,SG
23,9.2,PF
24,12.8,PF
29,12.2,SG
29,12.4,SG
29,11.5,SG
33,12.2,SG
26,10.6,PG
29,12.2,SG
24,17.2,SG
23,13,PG
22,11.7,SF
30,4,SG
30,13.7,PG
25,3.1,SG
24,16.2,SG
20,14.5,PG
27,17.6,SG
27,19.2,C
23,10.3,PF
23,9.1,PF
23,10.5,PF
24,17.2,SG
26,4.4,SG
22,16.4,SF
22,10.7,SF
25,16.9,PF
22,13.1,PG
30,10.2,SF
23,18.9,PF
22,10.4,PF
22,18.7,PF
23,11.2,SF
30,11.8,PG
27,11.4,SF
30,11.7,PF
26,7.1,PF
29,11.8,C
29,12.5,SF
31,13.3,SG
25,16.7,C
24,5.4,SG
24,16.2,PF
27,12.5,SF
28,16.5,SF
23,11.8,SF
26,10.5,C
21,17.2,PF
25,15.4,SG
25,16.4,SG
25,11.2,SG
28,21.8,PG
23,16.1,C
27,19,SG
22,14.8,PF
24,18.6,SF
24,13.1,SF
29,15.8,SG
22,9.5,SF
23,13.2,SG
23,9.1,SG
23,14.6,SG
22,12,SF
23,17.6,SG
23,15.1,SG
23,17.8,SG
22,13.4,SF
24,1.9,PG
27,-17.2,PG
23,20.4,PF
35,23.6,C
28,16.8,C
23,20.5,SF
23,13.2,SG
22,10.6,PG
22,13.7,SF
22,3.9,SF
22,14.2,SF
22,10.4,C
34,12.3,PG
22,11.7,PG
25,15.6,PF
25,5,PF
25,16,PF
28,16.8,SF
23,16.7,PF
26,8.4,SG
26,9.9,SG
26,-7.3,SG
26,10.4,C
28,13.2,C
26,24.1,PF
27,15.1,SG
23,17,SG
23,8.7,SG
25,12.6,SG
24,16,PF
27,7,PG
27,11.5,SG
27,10.8,SG
27,11.8,SG
29,16.1,SF
31,10.2,SF
24,13.4,SG
24,15.2,SF
34,17.7,PG
24,10.1,C
24,9.1,C
24,12.4,C
28,10.4,SF
28,11.5,SG
32,13.8,PG
26,9.6,SF
27,13.7,PF
32,9.7,SF
24,20.1,C
24,14.9,SG
25,19,C
31,9.8,C
23,15.1,PF
26,18.6,PG
24,15.5,SF
23,14,PG
24,14.3,PG
26,11.3,PF
26,9,PF
26,12.9,PF
25,10.4,C
25,-5.7,C
25,7.2,C
25,11.6,C
26,13.5,SG
26,12.4,C
26,15.1,C
34,12.6,PF
27,1.6,SG
34,14.5,PG
27,9.7,C
26,14.6,C
21,22.8,PF
25,8.1,C
22,14.1,SG
26,24.4,SF
27,17.9,PG
24,13.1,SF
27,16.8,SG
26,21.1,PF
28,19.1,SG
26,13.2,C
24,7.6,PF
34,4.9,C
25,15.6,C
26,7.8,SG
28,2,C
28,19.6,SF
24,18.1,PG
26,4.2,SG
28,14,PG
27,11.4,SG
24,8.2,PG
26,11,C
23,13,PG
22,6.8,SG
23,14.2,PG
27,14.5,C
27,14.7,C
27,14.4,C
30,8.2,C
23,5.8,C
29,24.1,SF
32,23.1,SF
27,8.9,SG
25,15.2,PF
22,13.8,PG
22,12.1,PG
22,15,PG
26,10.4,PG
26,9.1,PG
26,10.6,PG
29,18.4,SG
29,15.9,SG
29,19.3,SG
22,15,C
26,6.4,SF
30,20.5,SG
33,21.2,C
27,15.1,SG
23,18.4,C
27,13.5,PF
28,17.2,PG
25,13,PF
21,19.9,SF
29,9.5,SF
29,8.9,PF
24,15.8,SG
29,8.7,SF
27,8.9,SF
25,10.6,SF
27,7.5,SG
22,6.4,C
22,5.4,C
22,8.8,PF
32,8.6,PF
32,8,PF
32,9.7,PF
37,14.7,PF
27,8.2,C
33,10,PF
27,12.1,PG
31,11.5,SG
23,12.7,SF
25,8.6,SG
29,12.6,PG
22,10.3,SG
29,12.8,PG
26,13.9,SF
25,12.6,PG
26,7.3,PF
34,21.6,C
23,11.9,SG
26,9.4,SG
26,15.3,C
26,16.8,C
26,12.8,C
28,14.8,PG
27,16,SG
23,15.9,SF
24,12.9,PG
34,10.8,C
26,12.7,SF
23,23,SG
26,21.1,SF
30,15.8,PF
30,9.8,PF
30,16.1,PF
30,16.5,PF
25,10.5,SF
25,12.2,SF
25,7.4,SF
25,18.1,C
26,17.6,SG
22,4.5,PF
22,1.7,C
22,5.6,PF
31,16.4,PF
32,12.3,C
30,9.2,PF
30,9.5,PF
30,8.8,PF
26,13.9,PF
26,13.5,PF
26,14.7,PF
23,13,SF
29,11.9,PF
28,5.2,PG
26,10.9,SF
29,12.2,C
29,10.9,C
29,13.2,C
21,20.3,PF
25,14.7,SF
30,12.3,PF
30,1.1,PF
30,9.6,PF
30,13.2,PF
23,15.6,SF
26,20.3,SF
25,10.5,SF
30,18.7,SG
22,15.1,PF
27,8.8,C
34,6.5,C
25,16.6,C
23,10,SF
27,10.2,PF
34,14.5,C
25,15.8,PG
24,13.4,PG
22,14.8,PG
22,12.9,PF
24,3.2,PF
24,13.8,PF
23,17.1,SG
30,11.1,C
23,10.9,SF
26,10.8,SG
29,14.4,PG
30,16.1,PF
24,10.9,SF
25,16.1,PG
23,3.9,SF
24,11.6,PF
27,25.1,C
23,11.9,PG
27,14.7,SF
28,9.9,SF
31,20.6,C
23,10,PF
23,9.9,PF
23,10.1,PF
23,9.4,SF
